a,b,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
로또기업,대전 동구 동서대로 1684 복합터미널 건너편,대전 동구 동서대로 1684 복합터미널 건너편,127.4370621,36.3487893,정좌표,3.01101E+18,새주소,대전광역시 동구 동서대로 1684,대전광역시 동구 성남동 494-7,34572,3011066500,성남동,3011011600,성남동
풍전슈퍼,경기 부천시 조마루로 428,경기 부천시 조마루로 428,126.791163,37.4970873,정좌표,4119,새주소,경기도 부천시 원미동 조마루로 428,경기도 부천시 원미동,14567,4119254000,원미1동,,원미동
이마트24 마산만복점,경남 창원시 마산회원구 합성옛길 152,경남 창원시 마산회원구 합성옛길 152,128.5839349,35.2381702,정좌표,4.81271E+18,새주소,경상남도 창원시 마산회원구 합성옛길 152,경상남도 창원시 마산회원구 합성동 266-17,51357,4812759000,합성2동,4812710600,합성동
죽림프라자,경남 통영시 신죽1길 90 1층 105호 CU편의점,경남 통영시 신죽1길 90 1층 105호 CU편의점,128.4178546,34.8745379,정좌표,4.82203E+18,새주소,경상남도 통영시 광도면 신죽1길 90,경상남도 통영시 광도면 죽림리 1585-61,53017,4822034000,광도면,4822034024,광도면 죽림리
신명,서울 강서구 방화동로3길 1,서울 강서구 방화동로3길 1,126.8084666,37.5624525,정좌표,1.15001E+18,새주소,서울특별시 강서구 방화동로3길 1,서울특별시 강서구 방화동 620-192,7620,1150064000,방화2동,1150010900,방화동
축복마트,서울 중랑구 동일로 616,서울 중랑구 동일로 616,127.0800408,37.5854069,정좌표,1.12601E+18,새주소,서울특별시 중랑구 동일로 616,서울특별시 중랑구 면목동 151-7,2215,1126055000,면목5동,1126010100,면목동
훼미리로또,광주 남구 봉선로 164 CU봉선쌍용점 내,광주 남구 봉선로 164 CU봉선쌍용점 내,126.9130999,35.1227833,정좌표,2.91551E+18,새주소,광주광역시 남구 봉선로 164,광주광역시 남구 봉선동 111-4,61704,2915553800,봉선2동,2915511500,봉선동
MY레몬,경기 광명시 금하로 533 1층일부(소하동),경기 광명시 금하로 533 1층일부(소하동),126.891218,37.451584,정좌표,4.12101E+18,새주소,경기도 광명시 금하로 533,경기도 광명시 소하동 34-70,14314,4121064000,소하1동,4121010400,소하동
싼타슈퍼,경기 시흥시 군서마을로 42,경기 시흥시 군서마을로 42,126.7473915,37.3455631,정좌표,4.13901E+18,새주소,경기도 시흥시 군서마을로 42,경기도 시흥시 정왕동 1212-13,15052,4139058900,정왕본동,4139013200,정왕동
또또복권방,전북 익산시 고봉로32길 3,전북 익산시 고봉로32길 3,126.9716981,35.9598049,정좌표,5.21401E+18,새주소,전북특별자치도 익산시 고봉로32길 3,전북특별자치도 익산시 영등동 827-3,54545,5214064700,영등2동,5214012200,영등동
대박찬스로또복권방,경북 의성군 문소3길 95-1,경북 의성군 문소3길 95-1,128.6941511,36.3543628,정좌표,4.77303E+18,새주소,경상북도 의성군 의성읍 문소3길 95-1,경상북도 의성군 의성읍 후죽리 841-9,37335,4773025000,의성읍,4773025021,의성읍 후죽리
오렌지데이연산점,부산 연제구 거제천로 174,부산 연제구 거제천로 174,129.0776637,35.1877114,정좌표,2.64701E+18,새주소,부산광역시 연제구 거제천로 174,부산광역시 연제구 연산동 1141-8,47523,2647069000,연산5동,2647010200,연산동
승차권판매소(북비산점),대구 서구 달서로 201,대구 서구 달서로 201,128.5713118,35.8803085,정좌표,2.71701E+18,새주소,대구광역시 서구 달서로 201,대구광역시 서구 비산동 579-3,41744,2717055000,비산1동,2717010200,비산동
GS25(만평점),대구 서구  팔달로 142 GS25만평점,대구 서구  팔달로 142 GS25만평점,128.5657141,35.8889876,정좌표,2.71701E+18,새주소,대구광역시 서구 팔달로 142,대구광역시 서구 비산동 1210-2,41715,2717059000,비산5동,2717010200,비산동
드림메드,경기 안산시 상록구 월피로 56 101호,경기 안산시 상록구 월피로 56 101호,126.8509006,37.3334133,정좌표,4.12711E+18,새주소,경기도 안산시 상록구 월피로 56,경기도 안산시 상록구 월피동 452-11,15283,4127158000,월피동,4127110900,월피동
신신마트편의점,전남 목포시 철로마을길 36 신신마트,전남 목포시 철로마을길 36 신신마트,126.3849325,34.804607,정좌표,4.61101E+18,새주소,전라남도 목포시 철로마을길 36,전라남도 목포시 산정동 178-88,58710,4611054500,산정동,4611010200,산정동
소요(용담점),제주 제주시 서문로 18-1,제주 제주시 서문로 18-1,126.5134644,33.5096983,정좌표,5.01101E+18,새주소,제주특별자치도 제주시 서문로 18-1,제주특별자치도 제주시 용담일동 242-5,63174,5011057000,용담1동,5011010800,용담일동
행운대박복권,서울 영등포구 영신로19길 8-1,서울 영등포구 영신로19길 8-1,126.9068265,37.514424,정좌표,1.15601E+18,새주소,서울특별시 영등포구 영신로19길 8-1,서울특별시 영등포구 영등포동 618-210,7366,1156051500,영등포본동,1156010100,영등포동
양광마트,서울 은평구  응암로 173-1,서울 은평구  응암로 173-1,126.9163892,37.587595,정좌표,1.13801E+18,새주소,서울특별시 은평구 응암로 173-1,서울특별시 은평구 응암동 598-11,3485,1138060000,응암3동,1138010700,응암동
씨스페이스(개나리점),인천 남동구  인주대로 660 개나리빌딩 101호,인천 남동구  인주대로 660 개나리빌딩 101호,126.7103687,37.4493073,정좌표,2.82001E+18,새주소,인천광역시 남동구 인주대로 660,인천광역시 남동구 구월동 279-6,21578,2820051000,구월1동,2820010100,구월동
원제슈퍼마켓,인천 부평구 마장로 458-1 1층,인천 부평구 마장로 458-1 1층,126.7047455,37.5190934,정좌표,2.82371E+18,새주소,인천광역시 부평구 마장로 458-1,인천광역시 부평구 청천동 10-1,21311,2823759200,청천2동,2823710400,청천동
알리바이로또하남3지구점,광주 광산구 하남대로 95 알리바이하남3지구점,광주 광산구 하남대로 95 알리바이하남3지구점,126.8038286,35.1805597,정좌표,2.92001E+18,새주소,광주광역시 광산구 하남대로 95,광주광역시 광산구 하남동 1282,62232,2920064000,하남동,2920012500,하남동
나라복권,울산 북구 명촌17길 23 8102동115호,울산 북구 명촌17길 23 8102동115호,129.3543359,35.5583698,(무료버전 위치정밀도 제한)정좌표,31200,새주소,울산광역시 북구 명촌17길 23,울산광역시 북구 명촌동,44254,3120056000,효문동,3120012000,명촌동
본 로또복권방,경기 포천시 장암1길 35,경기 포천시 장암1길 35,127.3672649,38.0374015,정좌표,4.16504E+18,새주소,경기도 포천시 이동면 장암1길 35,경기도 포천시 이동면 장암리 479-8,11111,4165038000,이동면,4165038021,이동면 장암리
터미널분식,충남 부여군 부장대로 65,충남 부여군 부장대로 65,126.9096586,36.280632,정좌표,4.47603E+18,새주소,충청남도 부여군 부여읍 부장대로 65,충청남도 부여군 부여읍 구아리 397,33144,4476025000,부여읍,4476025029,부여읍 구아리
캐논종합,서울 용산구 청파로 101 나진10동가125호,서울 용산구 청파로 101 나진10동가125호,126.9621597,37.5334306,정좌표,1.11701E+18,새주소,서울특별시 용산구 청파로 101,서울특별시 용산구 한강로3가 1-3,4366,1117062500,한강로동,1117012800,한강로3가
중구-가로가판대-37,서울 중구 남대문로 20-2,서울 중구 남대문로 20-2,126.9780673,37.5608348,정좌표,1.11401E+18,새주소,서울특별시 중구 남대문로 20-2,서울특별시 중구 남대문로3가 30-6,4529,1114054000,회현동,1114011600,남대문로3가
수천하명당,부산 부산진구  대학로 20-1 1층 복권방,부산 부산진구  대학로 20-1 1층 복권방,129.0366509,35.1537266,정좌표,2.62301E+18,새주소,부산광역시 부산진구 대학로 20-1,부산광역시 부산진구 가야동 369-13,47330,2623071000,가야1동,2623011000,가야동
골든박스,경기 광명시 하안로288번길 19 103호(하안동 부림코아),경기 광명시 하안로288번길 19 103호(하안동 부림코아),126.8811526,37.4626441,정좌표,4.12101E+18,새주소,경기도 광명시 하안로288번길 19,경기도 광명시 하안동 54-3,14306,4121063300,하안3동,4121010300,하안동
나우리고현점,경남 거제시 거제중앙로 1904,경남 거제시 거제중앙로 1904,128.6235337,34.8879904,정좌표,4.83101E+18,새주소,경상남도 거제시 거제중앙로 1904,경상남도 거제시 고현동 961-160,53251,4831058000,고현동,4831010900,고현동
굿모닝,전남 순천시 중앙로 220 굿모닝,전남 순천시 중앙로 220 굿모닝,127.4849824,34.965231,정좌표,4.61501E+18,새주소,전라남도 순천시 중앙로 220,전라남도 순천시 매곡동 420-5,57939,4615054000,매곡동,4615010700,매곡동
월야하나로복권,전남 함평군 밀재로 1512 1층,전남 함평군 밀재로 1512 1층,126.6272123,35.1795339,정좌표,4.68604E+18,새주소,전라남도 함평군 월야면 밀재로 1512,전라남도 함평군 월야면 월야리 713-44,57124,4686038000,월야면,4686038025,월야면 월야리
안계 나눔로또,경북 의성군 안계시장길 43,경북 의성군 안계시장길 43,128.4369363,36.385123,정좌표,4.77304E+18,새주소,경상북도 의성군 안계면 안계시장길 43,경상북도 의성군 안계면 용기리 842-56,37312,4773043000,안계면,4773043030,안계면 용기리
블루진 로또점,경남 거제시 거제중앙로19길 8 102호,경남 거제시 거제중앙로19길 8 102호,128.6236593,34.8857992,정좌표,4.83101E+18,새주소,경상남도 거제시 거제중앙로19길 8,경상남도 거제시 고현동 98-5,53254,4831058000,고현동,4831010900,고현동
빙고복권방  잉크충전방,제주 제주시 남녕로 36 영진그린빌라102호,제주 제주시 남녕로 36 영진그린빌라102호,126.4809357,33.4908758,정좌표,5.01101E+18,새주소,제주특별자치도 제주시 남녕로 36,제주특별자치도 제주시 연동 1954-2,63128,5011065000,연동,5011013700,연동
현대,서울 도봉구 도봉로110길 74,서울 도봉구 도봉로110길 74,127.0376476,37.646204,정좌표,1.13201E+18,새주소,서울특별시 도봉구 도봉로110길 74,서울특별시 도봉구 창동 674-23,1457,1132051200,창2동,1132010700,창동
씨스페이스(정릉3점),서울 성북구  솔샘로6길 66 청수한의원,서울 성북구  솔샘로6길 66 청수한의원,127.0077885,37.6087261,정좌표,1.12901E+18,새주소,서울특별시 성북구 솔샘로6길 66,서울특별시 성북구 정릉동 372-7,2709,1129064000,정릉3동,1129013300,정릉동
역곡중앙슈퍼,경기 부천시  부일로 724,경기 부천시  부일로 724,126.8102696,37.4853066,정좌표,4119,새주소,경기도 부천시 역곡동 부일로 724,경기도 부천시 역곡동,14673,4119258000,역곡2동,,역곡동
정관장홍삼부안점,전북 부안군 석정로 197,전북 부안군 석정로 197,126.7374124,35.7281242,정좌표,5.28003E+18,새주소,전북특별자치도 부안군 부안읍 석정로 197,전북특별자치도 부안군 부안읍 동중리 131-6,56307,5280025000,부안읍,5280025021,부안읍 동중리
유원상사,대구 달성군  다사읍 세천로6길 1 코리아마트세천점,대구 달성군  다사읍 세천로6길 1 코리아마트세천점,128.4708051,35.8727407,정좌표,2.77103E+18,새주소,대구광역시 달성군 다사읍 세천로6길 1,대구광역시 달성군 다사읍 세천리 1685-1,42921,2771025600,다사읍,2771025626,다사읍 세천리
서재강변로또,대구 달성군 서재로 172,대구 달성군 서재로 172,128.4969768,35.8786651,정좌표,2.77103E+18,새주소,대구광역시 달성군 다사읍 서재로 172,대구광역시 달성군 다사읍 서재리 58-2,42925,2771025600,다사읍,2771025625,다사읍 서재리
광주공항로또,광주 광산구 상무대로 411 1층,광주 광산구 상무대로 411 1층,126.8108652,35.1444119,정좌표,2.92001E+18,새주소,광주광역시 광산구 상무대로 411,광주광역시 광산구 신촌동 682-65,62376,2920055000,신흥동,2920010400,신촌동
왕관복권,경기 수원시 권선구 동수원로146번길 192-15 102호(곡반정동),경기 수원시 권선구 동수원로146번길 192-15 102호(곡반정동),127.0322095,37.2425303,정좌표,4.11131E+18,새주소,경기도 수원시 권선구 동수원로146번길 192-15,경기도 수원시 권선구 곡반정동 531-3,16670,4111369000,곡선동,4111313600,곡반정동
한방복권,경기 파주시 경의로 1100 연세프라자104호,경기 파주시 경의로 1100 연세프라자104호,126.7601442,37.7153336,정좌표,4.14801E+18,새주소,경기도 파주시 경의로 1100,경기도 파주시 야당동 1074-2,10908,4148057000,운정3동,4148010800,야당동
CU(경포하나점),강원 강릉시  해안로 513,강원 강릉시  해안로 513,128.9039365,37.804696,정좌표,5.11501E+18,새주소,강원특별자치도 강릉시 해안로 513,강원특별자치도 강릉시 안현동 862-6,25460,5115066500,경포동,5115013800,안현동
한민복권,충남 아산시 영인로96번길 10,충남 아산시 영인로96번길 10,126.9523164,36.8576797,정좌표,4.42004E+18,새주소,충청남도 아산시 영인면 영인로96번길 10,충청남도 아산시 영인면 아산리 231-1,31432,4420037000,영인면,4420037021,영인면 아산리
로또복권벽산블루밍,대전 서구 갈마로 262,대전 서구 갈마로 262,127.3829762,36.3313806,정좌표,3.01701E+18,새주소,대전광역시 서구 갈마로 262,대전광역시 서구 내동 2,35314,3017057500,내동,3017011000,내동
이마트24울산삼산본동점,울산 남구 돋질로 445,울산 남구 돋질로 445,129.3535105,35.5427326,정좌표,3.11401E+18,새주소,울산광역시 남구 돋질로 445,울산광역시 남구 삼산동 166-8,44711,3114057000,삼산동,3114010600,삼산동
근처로또,경기 수원시 팔달구 효원로 187 1층 102호(인계동),경기 수원시 팔달구 효원로 187 1층 102호(인계동),127.0225403,37.2642482,정좌표,4.11151E+18,새주소,경기도 수원시 팔달구 효원로 187,경기도 수원시 팔달구 인계동 1008-10,16479,4111573000,인계동,4111514100,인계동
